timestamp_utc,lat,lon,altitude_m,ground_speed_mps,vertical_speed_mps,roll_deg,pitch_deg,yaw_deg,flight_mode,armed,battery_voltage,battery_remaining_pct,gps_fix,satellites,link_rssi
2025-12-06T17:51:54.354114,37.6188075,-122.3754160,5.62,1.38,3.04,0.09,0.39,90.04,MANUAL,1,16.79,100.00,1,13,-45.1
2025-12-06T17:51:54.554114,37.6188114,-122.3754160,6.22,2.16,2.99,0.43,0.18,90.07,MANUAL,1,16.79,99.99,1,13,-45.1
2025-12-06T17:51:54.754114,37.6188166,-122.3754160,6.80,2.89,3.01,0.27,0.42,90.18,MANUAL,1,16.79,99.99,1,13,-45.2
2025-12-06T17:51:54.954114,37.6188229,-122.3754161,7.41,3.51,3.14,-0.30,-0.14,90.24,MANUAL,1,16.81,99.98,1,12,-45.3
2025-12-06T17:51:55.154114,37.6188301,-122.3754161,8.04,4.01,3.07,0.28,0.32,90.28,MANUAL,1,16.79,99.98,1,11,-45.3
2025-12-06T17:51:55.354114,37.6188381,-122.3754162,8.64,4.48,3.02,0.09,0.05,90.27,MANUAL,1,16.82,99.98,1,13,-45.3
2025-12-06T17:51:55.554114,37.6188467,-122.3754162,9.24,4.80,2.98,-0.15,0.40,90.32,MANUAL,1,16.80,99.97,1,12,-45.3
2025-12-06T17:51:55.754114,37.6188562,-122.3754163,9.82,5.27,3.05,0.40,0.29,90.29,MANUAL,1,16.79,99.97,1,14,-45.6
2025-12-06T17:51:55.954114,37.6188662,-122.3754163,10.41,5.56,3.00,0.09,0.64,90.31,MANUAL,1,16.79,99.96,1,12,-45.7
2025-12-06T17:51:56.154114,37.6188766,-122.3754164,11.02,5.80,2.96,0.38,0.44,90.22,MANUAL,1,16.79,99.96,1,13,-45.4
2025-12-06T17:51:56.354114,37.6188876,-122.3754164,11.63,6.10,2.99,0.46,0.66,90.22,MANUAL,1,16.79,99.96,1,11,-45.5
2025-12-06T17:51:56.554114,37.6188989,-122.3754165,12.21,6.31,3.03,0.28,0.44,90.19,MANUAL,1,16.79,99.95,1,14,-45.6
2025-12-06T17:51:56.754114,37.6189106,-122.3754165,12.82,6.50,3.10,0.80,0.45,90.21,MANUAL,1,16.79,99.95,1,11,-45.7
2025-12-06T17:51:56.954114,37.6189227,-122.3754166,13.42,6.73,3.03,0.57,0.92,90.27,MANUAL,1,16.78,99.94,1,14,-45.9
2025-12-06T17:51:57.154114,37.6189350,-122.3754167,14.01,6.87,3.05,0.36,0.33,90.23,MANUAL,1,16.79,99.94,1,14,-45.9
2025-12-06T17:51:57.354114,37.6189477,-122.3754168,14.58,7.07,2.93,0.71,0.70,90.25,MANUAL,1,16.79,99.94,1,14,-45.9
2025-12-06T17:51:57.554114,37.6189606,-122.3754168,15.17,7.18,3.03,0.14,0.21,90.21,MANUAL,1,16.79,99.93,1,13,-45.9
2025-12-06T17:51:57.754114,37.6189736,-122.3754169,15.78,7.24,2.96,0.90,0.40,90.23,MANUAL,1,16.78,99.93,1,16,-45.9
2025-12-06T17:51:57.954114,37.6189868,-122.3754169,16.36,7.31,3.02,0.84,0.11,90.15,MANUAL,1,16.79,99.92,1,13,-45.9
2025-12-06T17:51:58.154114,37.6190001,-122.3754169,16.96,7.39,3.02,0.31,0.47,90.08,MANUAL,1,16.78,99.92,1,14,-45.7
2025-12-06T17:51:58.354114,37.6190135,-122.3754170,17.55,7.47,2.95,0.83,0.56,90.15,MANUAL,1,16.78,99.92,1,13,-45.8
2025-12-06T17:51:58.554114,37.6190270,-122.3754170,18.12,7.55,2.99,0.94,0.60,90.15,MANUAL,1,16.78,99.91,1,13,-45.9
2025-12-06T17:51:58.754114,37.6190408,-122.3754171,18.75,7.67,3.04,0.90,0.59,90.21,MANUAL,1,16.80,99.91,1,14,-45.9
2025-12-06T17:51:58.954114,37.6190546,-122.3754172,19.35,7.65,2.95,1.37,0.32,90.27,MANUAL,1,16.79,99.90,1,13,-46.2
2025-12-06T17:51:59.154114,37.6190682,-122.3754173,19.96,7.61,2.96,0.96,0.50,90.29,MANUAL,1,16.80,99.90,1,14,-46.1
2025-12-06T17:51:59.354114,37.6190820,-122.3754174,20.49,7.67,2.95,0.75,0.61,90.43,MANUAL,1,16.80,99.90,1,12,-46.1
2025-12-06T17:51:59.554114,37.6190958,-122.3754176,21.08,7.69,3.00,0.64,0.80,90.50,MANUAL,1,16.79,99.89,1,13,-46.1
2025-12-06T17:51:59.754114,37.6191098,-122.3754177,21.68,7.79,3.01,0.95,0.20,90.55,MANUAL,1,16.76,99.89,1,14,-46.2
2025-12-06T17:51:59.954114,37.6191236,-122.3754179,22.28,7.69,2.99,0.70,0.72,90.69,MANUAL,1,16.78,99.88,1,13,-46.2
2025-12-06T17:52:00.154114,37.6191375,-122.3754182,22.87,7.73,2.97,1.10,0.73,90.73,MANUAL,1,16.79,99.88,1,11,-46.3
2025-12-06T17:52:00.354114,37.6191515,-122.3754184,23.46,7.75,3.05,1.20,0.54,90.72,MANUAL,1,16.77,99.88,1,13,-46.4
2025-12-06T17:52:00.554114,37.6191653,-122.3754186,24.06,7.70,3.04,1.23,0.64,90.78,MANUAL,1,16.77,99.87,1,15,-46.5
2025-12-06T17:52:00.754114,37.6191792,-122.3754189,24.68,7.76,3.04,0.95,0.40,90.88,MANUAL,1,16.76,99.87,1,12,-46.6
2025-12-06T17:52:00.954114,37.6191931,-122.3754192,25.27,7.72,3.00,1.11,0.42,90.92,MANUAL,1,16.77,99.86,1,13,-46.7
2025-12-06T17:52:01.154114,37.6192070,-122.3754195,25.87,7.73,2.99,1.33,0.77,90.93,MANUAL,1,16.76,99.86,1,14,-46.6
2025-12-06T17:52:01.354114,37.6192210,-122.3754197,26.47,7.80,2.98,1.74,0.61,90.89,MANUAL,1,16.76,99.86,1,11,-46.6
2025-12-06T17:52:01.554114,37.6192350,-122.3754200,27.08,7.82,3.01,1.60,0.42,91.01,MANUAL,1,16.76,99.85,1,13,-46.7
2025-12-06T17:52:01.754114,37.6192489,-122.3754204,27.68,7.71,2.97,1.15,0.88,91.06,MANUAL,1,16.79,99.85,1,14,-46.7
2025-12-06T17:52:01.954114,37.6192628,-122.3754207,28.29,7.71,3.00,1.21,0.67,91.06,MANUAL,1,16.77,99.84,1,13,-46.8
2025-12-06T17:52:02.154114,37.6192767,-122.3754210,28.96,7.74,3.07,1.17,0.74,91.13,MANUAL,1,16.77,99.84,1,15,-46.7
2025-12-06T17:52:02.354114,37.6192905,-122.3754214,29.53,7.70,2.97,1.12,0.83,91.22,MANUAL,1,16.79,99.84,1,13,-46.8
2025-12-06T17:52:02.554114,37.6193044,-122.3754218,30.13,7.78,2.96,1.65,0.69,91.29,MANUAL,1,16.79,99.83,1,16,-46.8
2025-12-06T17:52:02.754114,37.6193183,-122.3754222,30.75,7.71,3.02,1.98,0.73,91.36,MANUAL,1,16.77,99.83,1,15,-46.9
2025-12-06T17:52:02.954114,37.6193322,-122.3754227,31.36,7.74,2.98,1.62,0.91,91.42,MANUAL,1,16.77,99.82,1,16,-46.9
2025-12-06T17:52:03.154114,37.6193463,-122.3754231,31.96,7.83,3.04,1.64,0.82,91.48,MANUAL,1,16.77,99.82,1,15,-47.1
2025-12-06T17:52:03.354114,37.6193605,-122.3754236,32.53,7.90,2.95,1.90,0.67,91.64,MANUAL,1,16.77,99.82,1,12,-47.2
2025-12-06T17:52:03.554114,37.6193747,-122.3754242,33.16,7.95,2.97,1.07,0.94,91.74,MANUAL,1,16.78,99.81,1,13,-47.2
2025-12-06T17:52:03.754114,37.6193892,-122.3754248,33.76,8.03,2.96,2.02,1.10,91.80,MANUAL,1,16.78,99.81,1,15,-47.2
2025-12-06T17:52:03.954114,37.6194036,-122.3754253,34.37,8.03,3.00,2.04,0.80,91.77,MANUAL,1,16.76,99.80,1,14,-47.2
2025-12-06T17:52:04.154114,37.6194180,-122.3754259,34.99,8.03,3.04,2.05,0.75,91.81,MANUAL,1,16.76,99.80,1,14,-47.2
2025-12-06T17:52:04.354114,37.6194323,-122.3754265,35.59,7.97,2.97,2.22,0.77,91.79,MANUAL,1,16.77,99.80,1,15,-47.4
2025-12-06T17:52:04.554114,37.6194466,-122.3754270,36.18,7.94,2.98,1.99,0.90,91.80,MANUAL,1,16.78,99.79,1,14,-47.4
2025-12-06T17:52:04.754114,37.6194609,-122.3754276,36.80,7.98,3.07,1.83,0.92,91.87,MANUAL,1,16.77,99.79,1,16,-47.3
2025-12-06T17:52:04.954114,37.6194753,-122.3754282,37.40,8.00,3.09,1.67,0.84,91.88,MANUAL,1,16.75,99.78,1,14,-47.2
2025-12-06T17:52:05.154114,37.6194896,-122.3754288,38.02,7.98,3.10,2.15,0.98,91.99,MANUAL,1,16.78,99.78,1,15,-47.1
2025-12-06T17:52:05.354114,37.6195039,-122.3754295,38.60,7.98,3.02,2.02,1.09,92.08,MANUAL,1,16.77,99.78,1,12,-47.0
2025-12-06T17:52:05.554114,37.6195183,-122.3754302,39.17,8.00,2.95,2.36,0.93,92.16,MANUAL,1,16.78,99.77,1,14,-47.0
