timestamp_utc,lat,lon,altitude_m,ground_speed_mps,vertical_speed_mps,roll_deg,pitch_deg,yaw_deg,flight_mode,armed,battery_voltage,battery_remaining_pct,gps_fix,satellites,link_rssi
2025-12-06T18:26:26.584029,37.6188075,-122.3754160,5.63,1.40,3.08,0.29,0.27,89.99,MANUAL,1,16.80,100.00,1,12,-45.1
2025-12-06T18:26:26.784029,37.6188115,-122.3754160,6.25,2.24,3.04,1.24,0.88,90.05,MANUAL,1,16.80,99.99,1,13,-45.1
2025-12-06T18:26:26.984029,37.6188169,-122.3754160,6.89,2.98,3.05,1.78,0.99,90.16,MANUAL,1,16.80,99.99,1,12,-45.1
2025-12-06T18:26:27.184029,37.6188233,-122.3754161,7.47,3.58,2.95,2.76,0.94,90.24,MANUAL,1,16.81,99.98,1,14,-45.1
2025-12-06T18:26:27.384029,37.6188307,-122.3754161,8.10,4.10,3.00,3.58,1.30,90.29,MANUAL,1,16.79,99.98,1,12,-44.9
2025-12-06T18:26:27.584029,37.6188390,-122.3754162,8.67,4.60,2.96,3.83,1.61,90.48,MANUAL,1,16.79,99.98,1,14,-45.0
2025-12-06T18:26:27.784029,37.6188481,-122.3754163,9.24,5.06,2.95,5.35,1.88,90.72,MANUAL,1,16.78,99.97,1,13,-44.9
2025-12-06T18:26:27.984029,37.6188577,-122.3754165,9.81,5.38,2.97,5.12,2.10,90.99,MANUAL,1,16.80,99.97,1,12,-45.2
2025-12-06T18:26:28.184029,37.6188679,-122.3754168,10.39,5.68,2.97,5.19,2.06,91.29,MANUAL,1,16.79,99.96,1,12,-45.0
2025-12-06T18:26:28.384029,37.6188787,-122.3754172,10.98,5.98,2.99,4.97,2.14,91.60,MANUAL,1,16.79,99.96,1,15,-45.2
2025-12-06T18:26:28.584029,37.6188898,-122.3754177,11.57,6.22,3.04,4.69,2.43,91.83,MANUAL,1,16.79,99.96,1,14,-45.4
2025-12-06T18:26:28.784029,37.6189014,-122.3754182,12.13,6.41,2.97,4.32,2.12,92.22,MANUAL,1,16.79,99.95,1,15,-45.5
2025-12-06T18:26:28.984029,37.6189133,-122.3754189,12.76,6.66,3.00,3.58,2.56,92.47,MANUAL,1,16.80,99.95,1,14,-45.5
2025-12-06T18:26:29.184029,37.6189271,-122.3754197,13.35,7.68,2.97,2.98,2.58,92.74,AUTO,1,16.78,99.94,1,15,-45.6
2025-12-06T18:26:29.384029,37.6189426,-122.3754207,13.94,8.63,3.02,1.90,2.36,93.02,AUTO,1,16.80,99.94,1,12,-45.7
2025-12-06T18:26:29.584029,37.6189593,-122.3754220,14.51,9.35,3.02,0.94,2.20,93.30,AUTO,1,16.79,99.94,1,14,-45.8
2025-12-06T18:26:29.784029,37.6189774,-122.3754234,15.08,10.05,2.98,0.01,1.91,93.60,AUTO,1,16.77,99.93,1,14,-45.6
2025-12-06T18:26:29.984029,37.6189965,-122.3754250,15.66,10.66,2.99,0.05,1.92,93.87,AUTO,1,16.79,99.93,1,14,-45.6
2025-12-06T18:26:30.184029,37.6190165,-122.3754268,16.24,11.17,3.01,-1.88,2.11,94.11,AUTO,1,16.80,99.92,1,11,-45.6
2025-12-06T18:26:30.384029,37.6190375,-122.3754288,16.83,11.71,3.03,-2.38,1.50,94.30,AUTO,1,16.79,99.92,1,15,-45.6
2025-12-06T18:26:30.584029,37.6190592,-122.3754310,17.47,12.11,2.99,-3.38,1.15,94.43,AUTO,1,16.80,99.92,1,11,-45.6
2025-12-06T18:26:30.784029,37.6190816,-122.3754333,18.10,12.52,3.07,-3.60,1.12,94.65,AUTO,1,16.78,99.91,1,12,-45.6
2025-12-06T18:26:30.984029,37.6191045,-122.3754356,18.68,12.78,2.90,-4.62,1.15,94.70,AUTO,1,16.78,99.91,1,15,-45.5
2025-12-06T18:26:31.184029,37.6191279,-122.3754381,19.27,13.09,2.95,-4.81,0.87,94.74,AUTO,1,16.77,99.90,1,12,-45.7
2025-12-06T18:26:31.384029,37.6191518,-122.3754406,19.91,13.35,2.97,-5.07,0.32,94.77,AUTO,1,16.78,99.90,1,14,-45.8
2025-12-06T18:26:31.584029,37.6191761,-122.3754432,20.53,13.58,3.03,-5.07,0.31,94.75,AUTO,1,16.78,99.90,1,12,-45.8
2025-12-06T18:26:31.784029,37.6192006,-122.3754457,21.15,13.69,3.01,-4.48,0.09,94.66,AUTO,1,16.78,99.89,1,13,-45.8
2025-12-06T18:26:31.984029,37.6192254,-122.3754482,21.74,13.82,2.98,-3.99,-0.18,94.58,AUTO,1,16.77,99.89,1,13,-45.7
2025-12-06T18:26:32.184029,37.6192504,-122.3754506,22.33,13.96,3.00,-3.89,-0.73,94.47,AUTO,1,16.76,99.88,1,14,-45.6
2025-12-06T18:26:32.384029,37.6192756,-122.3754530,22.96,14.08,2.97,-3.33,-0.88,94.27,AUTO,1,16.77,99.88,1,11,-45.4
