timestamp_utc,lat,lon,altitude_m,ground_speed_mps,vertical_speed_mps,roll_deg,pitch_deg,yaw_deg,flight_mode,armed,battery_voltage,battery_remaining_pct,gps_fix,satellites,link_rssi
2025-12-06T17:31:35.146796,37.6188076,-122.3754160,5.60,1.44,2.99,-0.05,-0.15,89.99,MANUAL,1,16.78,100.00,1,13,-45.1
2025-12-06T17:31:35.346796,37.6188117,-122.3754160,6.20,2.28,3.06,0.83,0.60,90.01,MANUAL,1,16.80,99.99,1,14,-44.9
2025-12-06T17:31:35.546796,37.6188170,-122.3754160,6.83,2.96,3.05,0.43,0.38,90.12,MANUAL,1,16.78,99.99,1,14,-44.8
2025-12-06T17:31:35.746796,37.6188233,-122.3754160,7.44,3.53,3.06,1.37,0.35,90.21,MANUAL,1,16.79,99.98,1,13,-44.6
2025-12-06T17:31:35.946796,37.6188307,-122.3754161,8.00,4.07,2.91,0.55,0.67,90.33,MANUAL,1,16.80,99.98,1,15,-44.6
2025-12-06T17:31:36.146796,37.6188388,-122.3754162,8.62,4.51,3.02,1.38,0.58,90.53,MANUAL,1,16.79,99.98,1,13,-44.5
2025-12-06T17:31:36.346796,37.6188476,-122.3754163,9.24,4.93,3.02,2.26,0.82,90.55,MANUAL,1,16.80,99.97,1,14,-44.2
2025-12-06T17:31:36.546796,37.6188571,-122.3754164,9.85,5.29,2.97,2.15,0.94,90.64,MANUAL,1,16.80,99.97,1,12,-44.4
2025-12-06T17:31:36.746796,37.6188672,-122.3754166,10.42,5.59,2.91,2.04,1.12,90.70,MANUAL,1,16.77,99.96,1,14,-44.4
2025-12-06T17:31:36.946796,37.6188776,-122.3754168,11.01,5.83,3.02,2.63,0.98,90.80,MANUAL,1,16.80,99.96,1,12,-44.4
2025-12-06T17:31:37.146796,37.6188886,-122.3754170,11.57,6.13,2.89,2.74,1.04,90.86,MANUAL,1,16.80,99.96,1,14,-44.4
2025-12-06T17:31:37.346796,37.6189000,-122.3754172,12.21,6.34,3.06,3.19,1.45,91.01,MANUAL,1,16.80,99.95,1,12,-44.6
